Timestamp,Image Name,Content Loss (Raw),Content Similarity % (Range: 0-100),Style Loss (Raw),Style Similarity % (Range: 0-100),LPIPS Content,LPIPS Style,SSIM Content
2025-09-07T23:48:24.499404,output_1757260061_tmp4ukolw98.png,2.0402042865753174,81.5445712555939,4.4494512962955923e-07,99.9999955505488,0.8750370144844055,0.6897435188293457,0.22194959389872823
2025-09-08T00:47:03.411254,output_1757263561_tmpplhfr9rh.png,2.210841655731201,80.16492061858568,9.908429632332627e-08,99.99999900915704,0.7827328443527222,0.6120503544807434,0.2901838815794046
2025-09-08T00:49:14.973743,output_1757263668_tmpa38e64qy.png,1.365937352180481,87.23245488954542,2.112958696898204e-08,99.99999978870413,0.43011394143104553,0.5828531980514526,0.39123108955219144
2025-09-08T00:49:29.841680,output_1757263668_tmp6yzlnjg8.png,0.974899172782898,90.71114876623831,1.7979784772137464e-08,99.99999982020216,0.40867745876312256,0.5805832147598267,0.6252071001774976
2025-09-08T00:49:45.108814,output_1757263668_tmpauq0ymue.png,1.3440093994140625,87.42394768011005,6.6515376317966e-08,99.99999933484624,0.6895907521247864,0.5897215604782104,0.3181355085316209
2025-09-08T00:52:56.338932,output_1757263863_tmpdoxu39sl.png,2.616117000579834,76.98098828131941,1.2063568988196494e-07,99.9999987936431,-1.8324857712212443e+19,-1.8323556989956784e+19,0.2108767780086722
2025-09-08T00:53:11.248842,output_1757263863_tmp122oqysv.png,3.107451915740967,73.290060132728,3.403079347208404e-07,99.99999659692071,-1.7835567341270729e+19,-1.7836888954247315e+19,0.29594905874910804
2025-09-08T00:53:24.916779,output_1757263863_tmpzr0v64a1.png,2.0928564071655273,81.1163501224863,1.9073760881838098e-07,99.99999809262393,-1.7836247938968322e+19,-1.7835567341270729e+19,0.25666559775309106
2025-09-08T00:53:38.248603,output_1757263863_tmpw3t82on6.png,2.1017017364501953,81.0446317630672,4.388112131437083e-07,99.99999561188795,-1.7837489287596081e+19,-1.7836247938968322e+19,0.4837187327428542
2025-09-08T00:53:52.152782,output_1757263863_tmpzb3yos87.png,2.4498307704925537,78.27177840242949,2.9327534178946735e-08,99.99999970672467,-1.7834967007921963e+19,-1.7837489287596081e+19,0.36876726751684097
2025-09-08T00:55:00.608394,output_1757263863_tmpady_e6d2.png,1.2249047756195068,88.47143295407666,1.2552445127766987e-07,99.99999874475549,-1.8306569535307645e+19,-1.8307831774656332e+19,0.7092910495727319
2025-09-08T00:59:14.312618,output_1757264270_tmp6q432w0b.png,3.145084857940674,73.0147664036002,1.23096057791372e-08,99.99999987690394,6.276415821710856e-41,1.9822221641874194e-10,0.17772208799162537
2025-09-08T00:59:25.531384,output_1757264270_tmpir6qgwau.png,3.4097812175750732,71.10744650958083,7.296913651089199e-08,99.99999927030863,1.1297376155853271,3.1555862426757812,0.07953258760218536
2025-09-08T00:59:39.398048,output_1757264270_tmpcldtlbws.png,2.4342353343963623,78.39394188913278,2.4460096170741963e-08,99.99999975539905,1.6227331161499023,3.1555862426757812,0.3991013362299122
2025-09-08T01:05:37.201800,output_1757264670_tmpldb5hpz8.png,3.951765775680542,67.3561092967822,4.1083734458879917e-07,99.99999589162664,0.7445991635322571,0.529416024684906,0.14218897617692444
2025-09-08T01:05:57.989581,output_1757264670_tmppfpy5hzg.png,3.404689073562622,71.14366466600006,2.0170568859612104e-07,99.99999798294313,0.6457715630531311,0.517112135887146,0.06498178969532059
2025-09-08T01:06:12.928808,output_1757264670_tmpbi1edngf.png,2.1161391735076904,80.92770850998934,1.9860728173171083e-08,99.99999980139272,0.4773882329463959,0.5465932488441467,0.4558430270536465
2025-09-08T01:12:13.360698,output_1757265060_tmpewr95jyg.png,3.5555002689361572,70.07878850011303,4.279878851320973e-07,99.99999572012123,0.7405031323432922,0.5283875465393066,0.1592873034281925
2025-09-08T01:12:26.552982,output_1757265060_tmp51ip2cxk.png,2.1942009925842285,80.29843141720985,1.68737173567024e-07,99.99999831262828,0.6017721891403198,0.5295131206512451,0.2775635889201562
2025-09-08T01:17:53.042145,output_1757265394_tmp0t0jjn8c.png,0.5443763136863708,94.70175712057797,1.2984631325707596e-07,99.99999870153687,0.5202474594116211,0.6290228962898254,0.5145424983767952
2025-09-08T01:18:08.035897,output_1757265394_tmptjvkvx7q.png,0.8186025023460388,92.14007152330808,8.768249415425089e-08,99.99999912317506,0.7061339616775513,0.6252403259277344,0.5263496505963403
2025-09-08T01:21:20.463138,output_1757265563_tmp_0y3yyh3.png,2.9150302410125732,74.7139754173284,9.448903881548176e-08,99.99999905510961,0.6168070435523987,0.5632814168930054,0.09947773864122655
2025-09-08T01:21:40.554840,output_1757265563_tmpjj4gxk9j.png,2.7551984786987305,75.91773638909845,2.1576596509476076e-08,99.99999978423403,0.7945789098739624,0.566990077495575,0.20393244703401275
2025-09-08T01:21:53.304823,output_1757265563_tmpj_52px1e.png,2.549893617630005,77.49247417502907,8.348971647365033e-08,99.99999916510284,0.5372812151908875,0.5588405132293701,0.3067469627812767
2025-09-08T01:22:07.864474,output_1757265563_tmpjuoqvu41.png,1.0270038843154907,90.23973016536848,7.243364308351374e-08,99.99999927566357,0.3520762324333191,0.6380424499511719,0.6731205957609584
2025-09-08T01:22:21.578182,output_1757265563_tmpi7uk29iq.png,3.013568162918091,73.98137480471442,5.269218661396735e-08,99.99999947307813,0.8291187286376953,0.6090191006660461,0.2051775375110569
2025-09-08T01:24:04.937399,output_1757265785_tmpb10dr183.png,2.210841655731201,80.16492061858568,9.908429632332627e-08,99.99999900915704,0.7827328443527222,0.6120503544807434,0.2901838815794046
2025-09-08T01:25:28.485947,output_1757265864_tmp6z3ia_9h.png,0.948441743850708,90.95146491060434,7.375512467433509e-08,99.99999926244875,0.3376008868217468,0.6379398703575134,0.7025854363844813
2025-09-08T01:27:22.399169,output_1757265981_tmp64tmgx92.png,3.013568162918091,73.98137480471442,5.269218661396735e-08,99.99999947307813,0.8291187286376953,0.6090191006660461,0.2051775375110569
2025-09-08T01:29:08.907826,output_1757266073_tmp_bfhb4p7.png,2.965611696243286,74.33701542002639,1.2284794514982877e-08,99.99999987715206,0.8069620132446289,0.5735616683959961,0.18951184964085205
2025-09-08T01:29:21.932144,output_1757266073_tmpppf2nd9j.png,2.0395891666412354,81.54958737899774,3.881455512555476e-08,99.99999961185445,0.5932597517967224,0.5552664399147034,0.2898111008653931
2025-09-08T01:30:42.201883,output_1757266187_tmp1qfruk_x.png,1.4541388750076294,86.46643452759186,6.066898805556775e-08,99.99999939331012,0.5959184765815735,0.6547379493713379,0.3840006478684475
2025-09-08T01:33:57.540155,output_1757266377_tmpdye9uhe8.png,1.8025529384613037,83.50569992834728,4.558066279969353e-08,99.99999954419337,0.700423002243042,0.6544679999351501,0.4027958728513736
2025-09-08T01:35:30.883708,output_1757266454_tmpb1raqzgb.png,2.222968339920044,80.06776607108092,1.987098308120494e-08,99.99999980129017,0.723289430141449,0.6260315179824829,0.3024775967305015
2025-09-08T01:35:45.095502,output_1757266454_tmphzbbw5j1.png,1.4544869661331177,86.46342476012467,6.050311895933191e-08,99.99999939496881,0.5961111783981323,0.6548206806182861,0.38379532441474795
2025-09-08T01:39:18.685211,output_1757266725_tmpr1i58rdd.png,2.33320689201355,79.18995791562723,1.937007709784666e-08,99.99999980629923,0.739983081817627,2.9733333587646484,0.20795972364782153
2025-09-08T01:39:25.557874,output_1757266725_tmpfy3_ffw9.png,1.8025445938110352,83.50576961096249,4.557762878221183e-08,99.99999954422371,1.1277897357940674,3.1555862426757812,0.4028063557762359
2025-09-08T01:40:18.335371,output_1757266791_tmp582g6mmd.png,2.339730978012085,79.13831055548391,1.902810708998004e-08,99.99999980971893,0.8801077604293823,4.168091297149658,0.20738563683088926
2025-09-08T01:40:24.399487,output_1757266791_tmpprnb5wh3.png,2.2074313163757324,80.19226423924331,2.1002563244110206e-08,99.99999978997437,1.6219568252563477,3.1555862426757812,0.3023891819294633
2025-09-08T01:41:10.155041,output_1757266850_tmp9ifw555a.png,2.3457422256469727,79.09075285275684,1.9183538313427562e-08,99.99999980816462,0.8622221946716309,4.173905372619629,0.20659456493442896
2025-09-08T01:43:21.732011,output_1757266964_tmpm5i0s77_.png,1.4541388750076294,86.46643452759186,6.066898805556775e-08,99.99999939331012,0.5959184765815735,0.6547379493713379,0.3840006478684475
2025-09-08T01:45:19.258736,output_1757267094_tmpzxgweseb.png,2.7276339530944824,76.1272887057777,2.717639979721298e-08,99.999999728236,0.7204264998435974,0.617872416973114,0.2603771091434398
